FAULT_ID	CITATION
515	Trifonov et al., 1994
516	Trifonov et al., 1994
517	Trifonov et al., 1994
518	Trifonov et al., 1994
519	Emre et al., 2013
519	Trifonov et al., 1994
520	Basili et al., 2013
520	Saroglu et al., 1992
520	Trifonov et al., 1994
521	Ambraseys et al., 1982
521	Karakhanian, data 1996
521	Trifonov et al., 1994
522	Trifonov et al., 1994
523	Basili et al., 2013
523	Emre et al., 2013
523	Saroglu et al., 1992
523	Trifonov et al., 1994
524	Karakhanian et al., 2004
524	Trifonov et al., 1994
525	Saroglu et al., 1992
525	Trifonov et al., 1994
526	Trifonov et al., 1994
527	Karakhanian et al., 2004
527	Trifonov et al., 1994
528	Karakhanian et al., 2004
528	Trifonov et al., 1994
529	Trifonov et al., 1994
530	Karakhanian et al., 2004
530	Trifonov et al., 1994
531	Trifonov et al., 1994
532	Karakhanian et al., 2004
532	Onur et al., 2020
532	Trifonov et al., 1994
533	Trifonov et al., 1994
534	Trifonov et al., 1994
535	Trifonov et al., 1994
536	Trifonov et al., 1994
537	Trifonov et al., 1994
538	Karakhanian et al., 2004
538	Trifonov et al., 1994
539	Trifonov et al., 1994
540	Ambraseys et al., 1982
540	Basili et al., 2013
540	Emre et al., 2013
540	Saroglu et al., 1992
540	Trifonov et al., 1994
541	Trifonov et al., 1994
542	Trifonov et al., 1990
542	Trifonov et al., 1994
543	Trifonov et al., 1994
543	Trifonov et al., 1994a
544	Trifonov et al., 1994
545	Trifonov et al., 1994
545	Trifonov et al., 1994a
546	Karakhanian et al., 2004
546	Trifonov et al., 1994
547	Trifonov et al., 1994
547	Trifonov et al., 1994a
548	Karakhanian, data 1996
549	Basili et al., 2013
549	Saroglu et al., 1992
549	Trifonov et al., 1994
550	Map of Iran, 2003
550	Trifonov et al., 1994
551	Karakhanian et al., 2004
551	Trifonov et al., 1994
552	Karakhanian et al., 1997
553	Karakhanian et al., 2004
553	Trifonov et al., 1990
553	Trifonov et al., 1994
554	Trifonov et al., 1994
555	Karakhanian et al., 1997
555	Karakhanian et al., 2004
556	Karakhanian et al., 1997
556	Karakhanian et al., 2004
556	Trifonov et al., 1994
557	Trifonov et al., 1994
558	Trifonov et al., 1994
559	Ambraseys, 1988
559	Barka et al., 1988
559	Karakhanian, data 1996
559	Karapetian, 1987
560	Trifonov et al., 1994
561	Basili et al., 2013
561	Karakhanian et al., 2004
561	Trifonov et al., 1994
562	Trifonov et al., 1994
563	Basili et al., 2013
563	Trifonov et al., 1994
564	Karakhanian et al., 2004
564	Onur et al., 2020
564	Trifonov et al., 1990
564	Trifonov et al., 1994
565	Karakhanian et al., 2004
565	Trifonov et al., 1990
565	Trifonov et al., 1994
566	Karakhanian et al., 2004
566	Onur et al., 2020
566	Trifonov et al., 1990
566	Trifonov et al., 1994
567	Basili et al., 2013
567	Karakhanian et al., 2004
567	Trifonov et al., 1994
568	Karakhanian et al., 2004
568	Trifonov et al., 1994
569	Basili et al., 2013
569	Karakhanian et al., 2004
569	Trifonov et al., 1994
570	Basili et al., 2013
570	Trifonov et al., 1994
571	Karakhanian et al., 2004
571	Trifonov et al., 1990
571	Trifonov et al., 1994
572	Karakhanian et al., 2004
572	Trifonov et al., 1994
573	Karakhanian et al., 2004
573	Trifonov et al., 1994
574	Trifonov et al., 1994
575	Karakhanian et al., 2004
575	Trifonov et al., 1994
576	Karakhanian et al., 2004
576	Map of Iran, 2003
576	Molnar et al., 2010
576	Trifonov et al., 1994
577	Karakhanian et al., 2004
577	Trifonov et al., 1994
578	Karakhanian et al., 1997
578	Karakhanian et al., 2004
579	Trifonov et al., 1994
580	Trifonov et al., 1994
581	Trifonov et al., 1994
582	Karakhanian et al., 2004
582	Trifonov et al., 1994
583	Trifonov et al., 1994
584	Trifonov et al., 1994
585	Basili et al., 2013
585	Karakhanian et al., 2004
585	Trifonov et al., 1994
586	Karakhanian et al., 2004
586	Karakhanian, data 1996
586	Trifonov, data 1996
587	Karakhanian et al., 2004
587	Karakhanian, data 1996
587	Trifonov, data 1996
588	Karakhanian, data 1996
588	Trifonov, data 1996
589	Karakhanian, data 1996
589	Trifonov, data 1996
590	Karakhanian et al., 2004
590	Trifonov, 1983
591	Karakhanian et al., 2004
591	Trifonov, 1983
592	Trifonov, 1983
593	Trifonov, 1983
594	Trifonov, 1983
595	Trifonov, 1983
596	Karakhanian et al., 2004
596	Trifonov, 1983
597	Karakhanian, data 1996
597	Trifonov, data 1996
598	Trifonov, 1983
599	Karakhanian, data 1996
599	Trifonov, data 1996
600	Karakhanian, data 1996
600	Trifonov, data 1996
601	Karakhanian, data 1996
601	Trifonov, data 1996
602	Karakhanian, data 1996
602	Trifonov, data 1996
603	Karakhanian, data 1996
603	Trifonov, data 1996
604	Karakhanian et al., 2004
604	Karakhanian, data 1996
604	Trifonov, data 1996
605	Karakhanian, data 1996
605	Trifonov, data 1996
606	Karakhanian, data 1996
606	Trifonov, data 1996
607	Karakhanian et al., 2004
607	Karakhanian, data 1996
607	Trifonov, data 1996
608	Karakhanian, data 1996
608	Trifonov, data 1996
609	Karakhanian, data 1996
609	Trifonov, data 1996
610	Karakhanian et al., 2004
610	Karakhanian, data 1996
610	Trifonov, data 1996
611	Karakhanian et al., 2004
611	Karakhanian, data 1996
611	Trifonov, data 1996
612	Karakhanian, data 1996
612	Trifonov, data 1996
613	Karakhanian, data 1996
613	Trifonov, data 1996
614	Karakhanian, data 1996
614	Trifonov, data 1996
615	Karakhanian, data 1996
615	Trifonov, data 1996
616	Karakhanian, data 1996
616	Trifonov, data 1996
617	Karakhanian, data 1996
617	Trifonov, data 1996
618	Karakhanian, data 1996
618	Trifonov, data 1996
619	Karakhanian, data 1996
619	Trifonov, data 1996
620	Karakhanian et al., 2004
620	Karakhanian, data 1996
620	Trifonov, data 1996
621	Karakhanian, data 1996
621	Trifonov, data 1996
622	Karakhanian, data 1996
622	Trifonov, data 1996
623	Karakhanian, data 1996
623	Trifonov, data 1996
624	Karakhanian, data 1996
624	Trifonov, data 1996
625	Karakhanian, data 1996
625	Trifonov, data 1996
626	Karakhanian, data 1996
626	Trifonov, data 1996
627	Karakhanian, data 1996
627	Trifonov, data 1996
628	Karakhanian, data 1996
628	Trifonov, data 1996
629	Karakhanian, data 1996
629	Trifonov, data 1996
630	Karakhanian et al., 2004
630	Karakhanian, data 1996
630	Trifonov, data 1996
631	Karakhanian, data 1996
631	Trifonov, data 1996
632	Karakhanian, data 1996
632	Trifonov, data 1996
633	Karakhanian, data 1996
633	Trifonov, data 1996
634	Karakhanian et al., 2004
634	Karakhanian, data 1996
634	Trifonov, data 1996
635	Karakhanian, data 1996
635	Trifonov, data 1996
636	Karakhanian et al., 2004
636	Karakhanian, data 1996
636	Trifonov, data 1996
637	Karakhanian et al., 2004
637	Karakhanian, data 1996
637	Trifonov, data 1996
638	Karakhanian, data 1996
638	Trifonov, data 1996
639	Karakhanian, data 1996
639	Trifonov, data 1996
640	Karakhanian et al., 2004
640	Trifonov et al., 1994
641	Lukina, data 1996
641	Musatov et al., 1992
642	Lukina, data 1996
642	Musatov et al., 1992
643	Lukina, data 1996
643	Map of Shelf, 2003
643	Musatov et al., 1992
644	Lukina, data 1996
644	Map of Atlantic, 1990
645	Agamirzoev et al., 1977
645	Trifonov, 1983
645	Trifonov, data 1996
646	Agamirzoev et al., 1977
646	Trifonov, 1983
646	Trifonov, data 1996
647	Agamirzoev et al., 1977
647	Trifonov, 1983
647	Trifonov, data 1996
648	Agamirzoev et al., 1977
648	Trifonov, 1983
648	Trifonov, data 1996
649	Agamirzoev et al., 1977
649	Trifonov, 1983
649	Trifonov, data 1996
650	Agamirzoev et al., 1977
650	Trifonov, 1983
650	Trifonov, data 1996
651	Agamirzoev et al., 1977
651	Trifonov, 1983
651	Trifonov, data 1996
652	Agamirzoev et al., 1977
652	Trifonov, 1983
652	Trifonov, data 1996
653	Agamirzoev et al., 1977
653	Trifonov, 1983
653	Trifonov, data 1996
654	Agamirzoev et al., 1977
654	Trifonov, 1983
654	Trifonov, data 1996
655	Agamirzoev et al., 1977
655	Trifonov, 1983
655	Trifonov, data 1996
656	Agamirzoev et al., 1977
656	Trifonov, 1983
656	Trifonov, data 1996
657	Agamirzoev et al., 1977
657	Trifonov, 1983
657	Trifonov, data 1996
658	Agamirzoev et al., 1977
658	Trifonov, 1983
658	Trifonov, data 1996
659	Agamirzoev et al., 1977
659	Trifonov, 1983
659	Trifonov, data 1996
660	Agamirzoev et al., 1977
660	Trifonov, 1983
660	Trifonov, data 1996
661	Agamirzoev et al., 1977
661	Trifonov, 1983
661	Trifonov, data 1996
662	Agamirzoev et al., 1977
662	Trifonov, 1983
662	Trifonov, data 1996
663	Agamirzoev et al., 1977
663	Trifonov, 1983
663	Trifonov, data 1996
664	Agamirzoev et al., 1977
664	Trifonov, 1983
664	Trifonov, data 1996
665	Agamirzoev et al., 1977
665	Trifonov, 1983
665	Trifonov, data 1996
666	Makarov et al., 1974
666	Sakhatov, 1976
666	Tamrazian, 1960
666	Trifonov, 1983
666	Trifonov, data 1996
667	Makarov et al., 1974
667	Sakhatov, 1976
667	Tamrazian, 1960
667	Trifonov, 1983
667	Trifonov, data 1996
668	Makarov et al., 1974
668	Sakhatov, 1976
668	Tamrazian, 1960
668	Trifonov, 1983
668	Trifonov, data 1996
669	Agamirzoev et al., 1977
669	Trifonov, 1983
669	Trifonov, data 1996
670	Agamirzoev et al., 1977
670	Trifonov, 1983
670	Trifonov, data 1996
671	Agamirzoev et al., 1977
671	Trifonov, 1983
671	Trifonov, data 1996
672	Agamirzoev et al., 1977
672	Trifonov, 1983
672	Trifonov, data 1996
673	Agamirzoev et al., 1977
673	Trifonov, 1983
673	Trifonov, data 1996
674	Agamirzoev et al., 1977
674	Trifonov, 1983
674	Trifonov, data 1996
675	Agamirzoev et al., 1977
675	Trifonov, 1983
675	Trifonov, data 1996
676	Agamirzoev et al., 1977
676	Trifonov, 1983
676	Trifonov, data 1996
677	Agamirzoev et al., 1977
677	Trifonov, 1983
677	Trifonov, data 1996
678	Agamirzoev et al., 1977
678	Trifonov, 1983
678	Trifonov, data 1996
679	Agamirzoev et al., 1977
679	Trifonov, 1983
679	Trifonov, data 1996
680	Agamirzoev et al., 1977
680	Trifonov, 1983
680	Trifonov, data 1996
681	Agamirzoev et al., 1977
681	Trifonov, 1983
681	Trifonov, data 1996
682	Agamirzoev et al., 1977
682	Trifonov, 1983
682	Trifonov, data 1996
683	Agamirzoev et al., 1977
683	Trifonov, 1983
683	Trifonov, data 1996
684	Agamirzoev et al., 1977
684	Trifonov, 1983
684	Trifonov, data 1996
685	Agamirzoev et al., 1977
685	Trifonov, 1983
685	Trifonov, data 1996
686	Agamirzoev et al., 1977
686	Trifonov, 1983
686	Trifonov, data 1996
687	Agamirzoev et al., 1977
687	Trifonov, 1983
687	Trifonov, data 1996
688	Agamirzoev et al., 1977
688	Trifonov, 1983
688	Trifonov, data 1996
689	Agamirzoev et al., 1977
689	Trifonov, 1983
689	Trifonov, data 1996
690	Agamirzoev et al., 1977
690	Trifonov, 1983
690	Trifonov, data 1996
691	Agamirzoev et al., 1977
691	Trifonov, 1983
691	Trifonov, data 1996
692	Agamirzoev et al., 1977
692	Trifonov, 1983
692	Trifonov, data 1996
693	Agamirzoev et al., 1977
693	Trifonov, 1983
693	Trifonov, data 1996
694	Agamirzoev et al., 1977
694	Trifonov, 1983
694	Trifonov, data 1996
695	Agamirzoev et al., 1977
695	Trifonov, 1983
695	Trifonov, data 1996
696	Milanovsky, 1968
696	Trifonov, 1983
696	Trifonov, data 1996
697	Milanovsky, 1968
697	Trifonov, 1983
697	Trifonov, data 1996
698	Milanovsky, 1968
698	Trifonov, 1983
698	Trifonov, data 1996
699	Milanovsky, 1968
699	Trifonov, 1983
699	Trifonov, data 1996
700	Milanovsky, 1968
700	Trifonov, 1983
700	Trifonov, data 1996
701	Agamirzoev et al., 1977
701	Trifonov, 1983
701	Trifonov, data 1996
702	Milanovsky, 1968
702	Trifonov, 1983
702	Trifonov, data 1996
703	Milanovsky, 1968
703	Trifonov, 1983
703	Trifonov, data 1996
704	Milanovsky, 1968
704	Trifonov, 1983
704	Trifonov, data 1996
705	Milanovsky, 1968
705	Trifonov, 1983
705	Trifonov, data 1996
706	Milanovsky, 1968
706	Trifonov, 1983
706	Trifonov, data 1996
707	Milanovsky, 1968
707	Trifonov, 1983
707	Trifonov, data 1996
708	Milanovsky, 1968
708	Trifonov, 1983
708	Trifonov, data 1996
709	Makarov et al., 1974
709	Sakhatov, 1976
709	Tamrazian, 1960
709	Trifonov, 1983
709	Trifonov, data 1996
710	Makarov et al., 1974
710	Sakhatov, 1976
710	Tamrazian, 1960
710	Trifonov, 1983
710	Trifonov, data 1996
711	Makarov et al., 1974
711	Sakhatov, 1976
711	Tamrazian, 1960
711	Trifonov, 1983
711	Trifonov, data 1996
712	Makarov et al., 1974
712	Sakhatov, 1976
712	Tamrazian, 1960
712	Trifonov, 1983
712	Trifonov, data 1996
713	Makarov et al., 1974
713	Sakhatov, 1976
713	Tamrazian, 1960
713	Trifonov, 1983
713	Trifonov, data 1996
714	Makarov et al., 1974
714	Sakhatov, 1976
714	Tamrazian, 1960
714	Trifonov, 1983
714	Trifonov, data 1996
715	Grossheim, 1949
715	Milanovsky, 1968
715	Trifonov, 1983
715	Trifonov, data 1996
716	Agamirzoev et al., 1977
716	Trifonov, 1983
716	Trifonov, data 1996
717	Agamirzoev et al., 1977
717	Trifonov, 1983
717	Trifonov, data 1996
718	Agamirzoev et al., 1977
718	Trifonov, 1983
718	Trifonov, data 1996
719	Agamirzoev et al., 1977
719	Trifonov, 1983
719	Trifonov, data 1996
720	Agamirzoev et al., 1977
720	Trifonov, 1983
720	Trifonov, data 1996
721	Agamirzoev et al., 1977
721	Kopp, data 1996
722	Agamirzoev et al., 1977
722	Kopp, data 1996
723	Agamirzoev et al., 1977
723	Kopp, data 1996
724	Kurdin, 1991
724	Trifonov, data 1996
725	Agamirzoev et al., 1977
725	Kopp, data 1996
726	Trifonov, data 1996
727	Kopp, data 1996
727	Onur et al., 2020
728	Kopp, data 1996
729	Kopp, data 1996
729	Map of USSR, 1986
729	Milanovsky, 1968
730	Kopp, data 1996
730	Map of USSR, 1986
730	Milanovsky, 1968
731	Kopp, data 1996
731	Map of USSR, 1986
731	Milanovsky, 1968
732	Kopp, data 1996
732	Map of USSR, 1986
732	Milanovsky, 1968
733	Kopp, data 1996
733	Trifonov, data 1996
734	Kopp, data 1996
734	Onur et al., 2020
735	Working material, data 2019
736	Kopp, data 1996
736	Onur et al., 2020
737	Kopp, data 1996
738	Karakhanian, data 1996
739	Berberian, 1976-1977
739	Trifonov, data 1996
740	Berberian, 1976-1977
740	Trifonov, data 1996
741	Berberian, 1976-1977
741	Trifonov, data 1996
742	Khain et al., 1966
742	Trifonov, data 1996
743	Kopp, data 1996
743	Milanovsky, 1968
744	Agamirzoev et al., 1977
744	Trifonov, 1983
744	Trifonov, data 1996
745	Levi, data 1996
745	Logachev, 1984
745	Lunina et al., 2010
745	Map of Baikal, 1982
745	Map of Baikal, 1983
745	Map of USSR, 1986
745	Sherman, data 1996
746	Levi, data 1996
746	Logachev, 1984
746	Map of Baikal, 1982
746	Map of Baikal, 1983
746	Map of USSR, 1986
746	Sherman, data 1996
747	Levi, data 1996
748	Lukina, data 1996
748	Lunina et al., 2010
749	Levi, data 1996
749	Logachev, 1984
749	Lukina, data 1996
749	Lunina et al., 2010
749	Map of Baikal, 1982
749	Map of Siberia, 1981
749	Sherman, 1975
749	Sherman, data 1996
749	Solonenko et al., 1968
749	Solonenko, 1977
750	Lukina, data 1996
751	Levi, data 1996
751	Logachev, 1984
751	Lunina et al., 2010
751	Map of Baikal, 1983
751	Sherman et al., 1980
751	Sherman, data 1996
751	Solonenko, 1985
752	Levi, data 1996
752	Logachev, 1984
752	Map of Baikal, 1983
752	Sherman et al., 1980
752	Sherman, data 1996
752	Solonenko, 1985
753	Levi, data 1996
754	Lukina, 1988
755	Levi, data 1996
755	Map of Baikal, 1983
755	Sherman, data 1996
755	Solonenko, 1977
756	Lukina, data 1996
756	Solonenko, 1977
757	Lukina, 1988
757	Lukina, data 1996
757	Solonenko et al., 1966
757	Solonenko, 1977
758	Levi, data 1996
759	Levi, data 1996
760	Levi, data 1996
761	Levi, data 1996
762	Imaev, data 1996
762	Levi, data 1996
762	Lukina, 1988
762	Lukina, data 1996
762	Map of USSR, 1986
762	Sherman, data 1996
762	Solonenko et al., 1966
762	Solonenko, 1977
763	Levi, data 1996
763	Lukina, 1988
763	Lukina, data 1996
763	Map of USSR, 1986
763	Sherman, data 1996
764	Levi, data 1996
764	Lukina, 1988
764	Lukina, data 1996
764	Map of USSR, 1986
764	Sherman, data 1996
765	Levi, data 1996
765	Map of Baikal, 1983
765	Map of USSR, 1986
765	Sherman, data 1996
765	Solonenko, 1985
766	Levi, data 1996
766	Map of Siberia, 2015
767	Levi, data 1996
767	Lunina et al., 2010
768	Levi, data 1996
768	Lunina et al., 2010
769	Levi, data 1996
770	Kozhurin, data 2010
771	Levi, data 1996
772	Levi, data 1996
773	Levi, data 1996
774	Levi, data 1996
775	Levi, data 1996
775	Lunina et al., 2010
776	Levi, data 1996
777	Lukina, 1988
778	Lukina, 1988
779	Lukina, 1988
780	Levi et al., 1983
780	Lukina, 1988
780	Lukina, 1989
780	Lukina, 1990
780	Lukina, data 1996
780	Lunina et al., 2010
780	Map of Baikal, 1982
780	Map of USSR, 1986
780	Sherman et al., 1973
780	Sherman, 1975
780	Sherman, 1981
780	Sherman, 1982
780	Solonenko, 1977
780	Solonenko, 1975
781	Lukina, 1988
781	Lukina, 1989
781	Lukina, data 1996
781	Lunina et al., 2010
782	Kozhurin, data 2010
782	Lunina et al., 2010
783	Levi, data 1996
783	Map of Baikal, 1982
783	Map of USSR, 1986
783	Sherman, data 1996
783	Solonenko et al., 1968
783	Solonenko, 1977
784	Lunina et al., 2010
785	Levi, data 1996
785	Lunina et al., 2010
785	Map of Baikal, 1982
785	Map of USSR, 1986
785	Sherman, data 1996
785	Solonenko et al., 1968
785	Solonenko, 1977
786	Levi, data 1996
786	Map of Baikal, 1982
786	Map of USSR, 1986
786	Sherman, data 1996
786	Solonenko et al., 1968
786	Solonenko, 1977
787	Levi, data 1996
787	Lukina, 1988
787	Lukina, data 1996
787	Lunina et al., 2010
787	Map of USSR, 1986
787	Sherman, data 1996
788	Levi, data 1996
788	Lunina et al., 2010
788	Map of Baikal, 1982
788	Sherman, data 1996
788	Solonenko, 1977
789	Levi, data 1996
789	Logachev, 1984
789	Map of Baikal, 1982
789	Map of USSR, 1986
789	Sherman, data 1996
789	Solonenko, 1977
790	Lamakin, 1961
790	Lamakin, 1965
790	Lukina, 1988
790	Lukina, data 1996
790	Lunina et al., 2010
790	Lut, 1964
790	Map of Siberia, 1981
791	Lukina, data 1996
792	Lukina, data 1996
793	Lukina, data 1996
794	Lukina, data 1996
795	Lukina, data 1996
795	Lunina et al., 2010
796	Lukina, data 1996
797	Lukina, data 1996
798	Lukina, data 1996
799	Lukina, data 1996
800	Lukina, data 1996
801	Lukina, data 1996
802	Lukina, data 1996
802	Lunina et al., 2010
803	Levi, data 1996
804	Levi, data 1996
805	Levi, data 1996
806	Levi, data 1996
807	Levi, data 1996
808	Levi, data 1996
809	Levi, data 1996
809	Lunina et al., 2010
810	Levi, data 1996
811	Levi, data 1996
812	Lunina et al., 2010
813	Levi, data 1996
814	Levi, data 1996
815	Levi, data 1996
815	Lunina et al., 2010
816	Levi, data 1996
817	Levi, data 1996
818	Levi, data 1996
818	Lunina et al., 2010
819	Lunina et al., 2010
820	Levi, data 1996
821	Levi, data 1996
822	Levi, data 1996
822	Lunina et al., 2010
823	Levi, data 1996
824	Levi, data 1996
825	Levi, data 1996
826	Map of Asia, 1975
827	Malovitskiy et al., 1972
828	Malovitskiy et al., 1972
829	Devdariani et al., 1992
830	Devdariani et al., 1992
831	Devdariani et al., 1992
831	Zauzolkov et al., 1992
832	Malovitskiy et al., 1972
833	Malovitskiy et al., 1972
834	Peshkov, 1983
835	Baidov et al., 1974
835	Map of Caucasus, 1974
836	Peshkov, 1983
837	Terekhov et al., 1973
837	Zauzolkov et al., 1992
838	Trifonov, data 1996
839	Matova et al., 1996
840	Matova et al., 1996
841	Matova et al., 1996
842	Matova et al., 1996
843	Matova et al., 1996
