0.0	0.00
100.2	1.69
322.5	3.40
470.6	3.12
692.9	-1.36
841.1	0.64
1063.4	3.38
1174.5	4.72
1211.6	3.21
1433.9	-3.23
1568.8	-2.07
1582.1	-2.64
1702.0	1.59
1767.3	0.38
1804.3	3.94
1835.2	5.32
1952.5	5.57
1968.3	-0.19
2063.7	0.83
2101.5	1.65
2234.7	1.00
2323.0	0.42
2367.8	-1.02
2471.2	0.14
2501.0	2.13
2634.2	4.30
2693.5	6.75
2767.4	6.49
2841.7	6.34
2900.5	7.75
3033.7	5.22
3063.9	3.49
3166.9	-1.39
3212.1	-1.45
3300.1	-2.35
3433.2	0.14
3434.4	3.41
3545.6	3.79
3566.4	2.98
3582.6	0.12
3699.6	1.20
3804.9	0.33
3832.7	-0.95
3953.1	-0.73
3965.9	-0.40
4099.1	-0.70
4175.4	-1.17
4232.3	-1.52
4323.5	0.15
4365.4	-0.80
4498.6	-0.56
4545.8	-2.36
4631.8	-2.48
4694.0	0.67
4765.0	3.52
4898.1	2.72
4916.3	0.91
5027.4	0.91
5031.3	-1.18
5064.5	2.27
5164.5	-0.74
5286.8	3.33
5370.3	-0.57
5435.0	2.08
5576.0	-0.74
5657.2	-1.40
5781.8	-4.80
5805.4	-3.75
5987.6	-6.69
6027.7	-5.81
6175.9	-5.00
6193.3	-6.32
6398.2	-5.37
6399.1	-7.31
6509.3	-3.95
6546.4	-3.70
6604.9	-4.27
6768.7	-4.59
6810.7	-5.86
6916.8	-6.18
7016.4	-7.86
7139.1	-12.56
7222.2	-13.17
7287.3	-14.51
7509.6	-10.87
7633.8	-7.50
7657.8	-5.30
7839.5	-6.01
7880.1	-9.68
7991.2	-8.36
8028.3	-3.79
8045.3	-2.34
8250.5	-6.60
8251.1	-6.99
8398.7	-4.95
8456.8	-3.46
8621.0	-7.71
8662.6	-5.56
8769.2	-1.73
8868.4	-1.33
8991.5	-3.48
9074.2	-3.41
9139.7	-0.45
9279.9	-1.71
9362.0	-2.00
9473.1	-5.61
9485.7	-6.51
9552.9	-9.70
9691.5	-6.73
9839.4	-5.01
9897.3	-3.04
10100.2	-1.24
10103.0	0.27
10248.5	-2.45
10393.9	-5.30
10491.4	-13.08
10539.4	-18.40
10684.9	-19.53
10752.2	-19.90
10830.3	-16.32
10975.8	-16.09
11121.2	-10.64
11143.3	-14.22
11266.7	-12.65
11404.1	-19.42
11412.2	-11.40
11557.6	-11.31
11703.1	-5.31
11795.3	-12.96
11848.5	-15.87
11990.9	-19.96
11994.0	-14.59
12056.1	-15.71
12139.5	-16.57
12284.9	-20.88
12430.4	-20.41
12447.3	-15.81
12575.8	-7.25
12708.1	-10.69
12721.3	-11.97
12866.7	-17.82
13012.2	-14.72
13099.3	-11.96
13157.7	-13.96
